age,Occupation,purchase_1,purchase_2,purchase_3,purchase_4,purchase_5
59,1,3636,5069,2272,3042,14442
50,12,466,3555,1905,4784,9922
41,6,3763,2953,1477,12698,14820
37,9,4294,6233,282,16572,1987
60,13,2070,3363,328,12711,4057
17,8,4028,4194,1308,13261,3793
49,11,2180,925,1389,9841,13570
68,18,2628,3790,2329,12737,3139
32,15,4605,4222,276,24967,1741
25,14,4038,9638,2441,21945,12831
30,15,51,3023,1042,12344,8942
61,12,1106,4724,2310,11569,11874
48,12,190,6492,933,4663,13924
40,1,1801,7757,372,13293,621
17,3,470,9008,2132,186,4403
69,14,626,8670,1152,10667,12473
38,6,1104,7931,2160,4957,10141
19,17,3987,9655,1805,6579,2509
64,17,4666,9775,480,20296,2316
30,15,3121,1884,482,10262,9399
62,13,114,5691,576,11879,10020
25,11,3832,5124,600,21151,10749
25,12,4528,8371,626,5613,7520
43,13,1162,4403,529,10594,5349
62,9,4911,8954,1516,11563,32
34,3,1328,6752,2464,7647,12807
26,8,4609,1430,268,5453,14601
30,6,3733,7677,2066,13925,7239
66,18,4462,9065,256,12706,3746
19,12,216,5760,806,18008,7873
39,6,4891,5574,1452,6383,6349
35,9,4249,5253,2045,23731,11898
57,20,803,7655,1598,5047,14455
20,17,4793,7308,587,18067,6853
46,15,4813,8010,1889,17479,10391
46,15,1854,2019,1306,12895,6750
57,5,4493,4331,353,1595,259
60,6,3651,7002,202,15940,5611
67,5,435,271,842,7062,14668
45,1,2185,7524,1089,15936,1708
58,19,2057,8642,1938,7825,12425
43,1,2817,723,1596,19891,11251
34,16,4075,6462,1115,16948,9178
46,14,2558,6333,79,14804,709
27,20,2720,6041,1886,15668,12035
27,19,4554,5089,299,4752,4288
17,15,2496,5313,877,11820,4572
26,3,3692,4871,2348,19125,2853
40,11,40,2982,2284,6617,11771
70,14,272,4973,1614,6703,6810
23,5,4531,6719,346,12076,7721
66,6,731,8571,1529,9497,13125
55,10,720,953,2279,11585,6346
25,7,1363,9709,1418,9536,5539
35,11,2786,178,1630,18415,9351
52,7,3352,5068,715,21245,9383
41,4,3189,3215,972,14628,9921
21,11,358,7542,812,10987,13581
20,9,3020,5380,2036,996,2137
45,17,3409,1627,582,2722,9546
53,12,2063,4500,152,10322,478
27,6,2714,6065,2405,1802,2408
62,8,4945,436,595,2395,722
24,20,2326,4533,1455,529,9097
18,12,4727,9728,2331,15571,3382
41,20,669,2635,2455,20917,11143
46,4,291,6653,1773,14595,1264
24,11,687,2181,1801,15956,14457
48,4,746,1252,1548,20740,14316
53,4,1523,2200,2192,9453,2548
65,20,2150,4664,2157,21624,9775
27,4,187,1527,1644,3767,3734
55,15,2878,7676,528,2726,14271
34,2,1265,1949,179,23351,5337
35,3,2352,3002,721,12703,2314
44,8,3553,5443,1158,2579,7407
38,17,3394,9700,935,2978,7806
58,18,2977,9990,1833,8795,7502
68,13,403,4839,879,14413,11937
51,11,2848,3251,801,8284,2918
18,16,107,142,1114,18191,10649
38,4,1887,5304,683,206,226
35,15,3042,3576,114,23693,14872
32,1,3112,8300,400,929,7754
55,7,1273,4458,1276,8062,707
40,13,53,7793,1240,22324,11066
30,14,4607,265,161,22541,9025
19,19,4448,4204,2276,10673,5670
66,16,1437,5603,548,5207,6859
65,6,2349,9025,1125,16561,9306
35,9,2696,7873,1544,2560,13476
40,15,1958,519,8,18284,117
34,4,1691,3898,1566,6221,8611
44,7,3612,2998,600,3035,11652
41,17,3181,4484,2092,15120,533
18,3,2803,5194,1048,24808,9492
30,20,4494,6623,1533,12678,1711
44,6,4321,4993,335,22217,1132
46,20,2181,1337,1414,17342,8729
56,20,210,3064,246,11184,5473
26,13,3111,6881,2106,9294,11909
69,18,2972,5329,1328,12974,4459
32,5,2463,223,1690,23242,5957
29,2,2147,5175,715,22631,685
37,18,4305,7708,878,2754,12242
47,15,2456,5012,1855,15594,9702
55,15,1469,698,1620,13520,9853
68,4,2917,4042,1894,13920,13719
64,20,412,7643,2032,8183,9231
39,4,1681,4435,428,15963,10851
39,16,4555,2149,234,1748,5312
41,1,4379,3226,1370,24886,452
42,4,224,9189,2268,7667,1352
25,10,4758,7416,1673,3937,12928
17,1,4978,879,905,13277,14268
53,13,2954,1457,134,14470,7622
34,11,1813,1476,1682,9452,4009
43,8,730,8348,1060,16827,13854
51,15,3699,1413,2132,17265,5487
28,10,159,1832,1124,22238,12183
54,18,189,7998,2081,14967,14084
49,6,2821,9201,409,7368,12809
23,1,3082,682,2038,24093,2771
21,10,533,2765,2131,23152,3203
17,14,2261,7147,58,17437,7387
67,10,128,4136,485,10609,13157
66,4,119,8527,2496,597,4665
25,20,1948,5411,112,10246,940
63,4,413,6473,603,21594,5411
35,3,2508,4086,1062,23698,9746
37,12,1745,4065,1029,11117,6365
62,5,1041,3060,926,22126,8331
19,14,332,1619,2205,8815,928
49,14,4470,5865,2386,1624,6497
67,3,1800,1922,2280,1263,8922
54,4,2438,5425,2372,6050,10101
20,2,374,2934,1696,330,14985
49,18,1665,7646,1684,4184,10898
43,18,4309,1507,151,23856,5903
54,1,2282,39,1773,1819,8607
57,14,2546,2197,438,15314,3719
27,6,610,1507,1988,19073,2911
41,5,1077,5109,1092,15953,96
34,4,4652,3737,877,18944,1715
39,20,1861,8977,841,6648,9281
53,3,4085,914,1069,3451,4044
62,4,1553,8091,1240,22825,7322
67,1,585,7668,2095,4106,13634
53,17,3852,1337,2443,3718,11052
59,6,4199,5265,758,2021,8509
58,19,2283,7469,1378,11303,11977
63,20,3689,8027,2028,19566,10467
20,14,989,5585,774,5609,204
34,2,4433,6448,262,6822,9823
55,10,2953,1587,321,13919,12493
38,1,1403,9838,165,6128,14262
27,5,3001,4132,1313,8403,7852
53,6,1015,6249,414,2302,2961
39,15,4403,2558,338,11642,6103
54,8,1171,592,2006,22843,11593
55,12,715,9186,376,4422,4943
52,1,3388,2951,2217,5125,520
19,4,872,2063,205,3080,10759
17,6,1725,2534,1933,1792,7689
67,3,268,5367,457,11616,12662
17,17,3585,1915,967,23431,6326
29,17,2395,8589,444,21653,2056
48,4,2270,7734,2091,3765,9606
34,7,1647,5612,1752,19173,3975
52,7,3826,5929,758,5391,7038
49,9,2740,4320,723,1825,5262
58,13,3144,7156,2007,18211,10620
33,9,1429,2878,318,1409,6384
53,15,4102,5406,1168,10060,8517
17,15,3071,8177,1306,2686,2043
26,1,2734,1282,1911,11115,14194
50,18,4638,7999,417,12872,11159
18,17,374,7621,489,14912,12334
20,10,3316,6890,1910,5995,471
25,1,136,5578,1095,8577,8277
21,19,2541,5921,2424,9660,3614
61,14,1935,3549,1009,11137,11799
29,13,1827,6956,1933,1306,6585
50,10,4902,4262,656,6550,803
49,11,485,8831,2038,769,6041
64,17,584,6976,58,6422,7655
30,7,3137,4509,1596,20976,10739
27,1,1664,8102,2493,23610,4098
52,16,949,7682,820,20724,11866
19,12,925,8769,2460,23015,4973
24,17,2433,7152,2252,3442,10898
25,20,1354,2457,1901,12270,10025
68,9,3125,3763,1264,4900,2094
31,17,4805,3035,1795,10985,5758
59,15,1823,6787,1569,7741,9562
36,2,2394,9341,2224,12254,744
29,20,4124,5687,1140,9544,3924
64,9,3869,7808,2249,3719,9482
46,12,4034,3612,356,5281,11410
42,6,4680,7690,1901,7245,8612
63,17,2499,1173,2466,15774,6617
64,10,1760,3225,743,7356,543
31,18,2620,7984,70,20471,5280
44,17,2896,6742,1056,16197,2404
26,7,4214,1772,1095,15389,12091
52,7,1293,1566,1314,24524,2229
57,7,3830,2428,2122,17686,5370
46,12,1163,1988,2053,7753,10953
70,5,3173,6845,220,12876,2683
49,15,2536,782,1637,19330,6952
46,13,2076,9999,1589,12687,12886
30,16,1435,7435,1515,10829,3179
68,20,1266,9420,888,4208,800
30,2,2745,6322,1088,6969,7440
50,16,2159,7020,2048,2653,3188
16,12,3458,6922,1934,15492,4262
36,7,3218,258,2261,18879,4553
17,3,3469,4365,1459,18905,745
52,19,1575,8789,834,24885,3632
30,19,4153,800,1087,3438,4884
51,13,950,5643,1967,3819,10397
70,12,2113,2180,2190,11206,2230
47,3,1896,6270,1258,21701,1436
24,15,678,7084,36,1116,8458
53,1,2390,1371,649,2164,9511
47,18,4468,9370,159,23305,10759
68,6,4820,5654,1681,15545,10650
37,4,4665,6419,831,7275,6399
29,7,2833,8572,424,1779,5814
26,10,1128,5406,734,8952,8289
21,3,4156,757,937,23207,11256
19,12,99,6236,848,1551,2534
60,4,4914,9920,1608,23662,5827
56,4,3023,5259,2006,16916,11291
61,6,1609,2426,502,228,7598
69,2,1697,7491,134,6679,9910
61,10,4100,9594,2272,23884,10660
58,8,3460,1992,537,19264,8301
43,2,2339,554,1334,8421,5790
49,3,2165,2704,2079,8730,9841
55,5,1201,8440,756,3497,7000
42,17,2681,3993,2088,1412,12892
64,20,2573,9886,1215,13708,8228
24,13,4356,9009,1000,16362,14995
44,19,3564,6333,2,16009,3690
29,10,2777,6827,1200,24974,14550
26,5,928,6123,125,20036,4848
29,12,3870,854,483,6685,13549
49,4,4099,814,2090,11260,58
19,2,681,5872,928,1458,5665
49,16,2295,382,2278,21371,14323
35,4,3078,6209,1425,21438,11150
57,4,3220,8744,1460,1899,1745
43,7,1633,52,1653,7000,12948
25,15,1670,4655,282,9271,11584
37,7,910,780,2252,21845,9339
18,10,947,5393,1338,21132,12794
41,11,462,1527,620,5241,10331
66,8,3688,3427,1075,17682,1403
27,3,2276,5067,1800,7012,5703
30,19,4085,2173,949,7027,3770
18,9,4479,6927,2279,15043,12583
66,7,4390,324,847,11841,10555
53,5,1546,9765,1269,21704,14374
27,9,1893,677,639,4244,10681
49,20,991,4039,872,3857,13556
66,5,4419,3977,678,5344,4031
24,17,3965,5806,1344,20373,1552
55,16,3911,3223,2449,8936,8260
33,8,3090,7610,1194,17537,13256
54,19,1255,8893,453,8515,13688
31,8,3219,7149,1663,11604,429
49,6,4415,4713,1179,24181,10528
65,3,569,8646,1753,1267,435
48,7,1564,9296,1761,19683,994
45,12,3400,9240,864,3842,3560
35,9,803,6776,136,23505,5086
18,6,2535,7386,2037,19285,4532
57,17,4196,7343,1838,19346,5353
19,20,1378,2343,1490,6405,12932
29,18,469,6848,369,23507,6124
60,10,665,2198,1555,23782,7162
37,18,3884,3126,2016,7419,7743
55,3,1158,8874,408,20332,8720
31,16,4139,5582,1286,4141,9176
44,18,3827,772,2331,8679,3280
51,19,1772,5726,755,17043,14956
22,6,1832,9361,135,24246,9588
50,14,3997,7729,463,20362,9116
64,1,1022,7964,1618,14522,1285
22,2,2962,5756,2065,3172,8328
67,9,4876,8423,1218,6685,14717
35,1,3878,6553,673,21697,5829
62,12,3292,9050,124,7400,6096
61,1,1582,3700,1657,18391,5243
29,4,3778,7822,1188,21559,12733
44,16,4951,2445,1688,13229,10231
37,13,158,6041,755,18490,9544
54,15,3409,6184,148,22670,8213
69,2,2086,4009,285,23703,2050
62,5,3545,6767,196,22443,8924
44,12,4643,3698,2462,20417,11398
46,12,3340,9290,1686,4241,11939
21,1,4880,2968,2038,14395,7268
29,13,323,1555,56,7136,1896
24,6,4112,8355,1325,13954,12888
31,12,1926,6866,174,3931,11170
41,13,3055,2939,998,9029,1488
61,18,3841,582,862,6309,8305
65,19,2119,9186,1412,13344,8696
49,14,1883,7552,1574,7729,13117
68,4,1645,2247,809,21149,7717
18,3,164,4995,2018,4560,10914
34,14,552,4006,770,15527,8282
16,2,529,6130,2233,18840,12139
63,12,2041,5098,2159,23897,7601
20,17,3414,771,1386,14033,6432
52,8,306,5123,1203,19306,12609
50,1,1675,2862,2157,3442,6246
55,4,1086,7620,2422,15397,9275
19,20,1669,3976,260,9813,348
24,4,449,2901,836,11598,10658
44,4,4650,7496,690,393,6005
30,12,171,6009,1853,22844,789
51,8,3078,2964,401,5863,6397
37,12,3570,6568,551,7122,12856
60,11,3218,4836,2073,17131,6878
59,4,1261,6959,1337,11688,14196
45,10,532,9053,2151,12026,103
36,5,1236,8422,999,18190,9403
31,5,3170,4374,2013,8822,12735
53,9,905,4905,308,2967,14018
44,17,3107,9822,2206,21913,12394
60,2,3934,5910,676,2943,9380
46,11,2205,2555,440,10991,13333
29,3,1332,7896,418,14720,3674
69,3,1202,8281,1047,10165,2639
51,18,2313,6630,1322,11155,6216
68,15,4306,4906,30,23371,1674
44,19,2575,4315,2259,3102,5372
61,5,4218,4267,2052,2752,13176
52,12,628,155,1426,3756,5928
31,20,3540,3399,351,2096,9180
34,3,2675,5560,1414,3178,1108
48,20,4852,5301,2128,10068,6944
40,6,4363,2708,1258,15597,2539
67,11,2170,4211,1994,7140,2768
36,17,2550,4064,2239,19913,491
68,8,3948,7142,1643,10734,103
33,1,193,6333,318,8222,7001
65,15,4585,2716,1931,19142,8721
20,7,900,5250,2221,22912,8101
38,15,1093,577,1512,22695,1434
60,16,4112,3108,2424,17445,8428
23,13,3463,5954,248,16283,9559
41,9,1217,4689,834,5406,10647
21,19,4415,1488,430,7402,2457
64,18,3154,4398,659,2949,433
18,20,247,3618,584,15986,69
35,17,3832,7897,483,13038,8782
56,8,2106,6944,2018,2897,13866
33,11,1016,8391,108,12159,12638
32,19,1520,6109,128,9510,496
64,16,4224,9595,900,16618,1930
34,4,122,440,1429,12152,5992
61,3,4526,5734,169,22766,14359
23,19,4332,2772,409,14337,14620
52,18,2282,1111,78,16803,7619
63,3,2371,5549,2290,4784,5631
51,2,3003,6749,1389,16451,2392
34,7,3702,7099,1165,184,468
43,8,596,1908,2086,12394,10832
55,16,4920,6960,471,7638,14032
21,3,4113,3252,1914,7512,11311
50,3,4033,494,1736,3064,12617
40,17,807,4764,2441,13651,11263
27,17,2624,6942,1766,11211,3845
51,7,402,7941,94,24639,2601
37,6,1088,9050,1127,19639,11294
64,2,2017,1037,252,13506,7326
46,3,3073,1668,1348,188,7302
44,7,2621,3491,815,20213,5567
28,6,85,5740,199,10881,8235
37,3,1691,1711,1687,4892,7589
20,6,35,4918,605,4928,4671
70,2,1999,1409,2103,2278,9954
16,19,244,9369,1776,15998,9010
62,16,1870,8372,695,3427,5696
46,8,1831,3859,265,3902,9394
18,8,473,2071,890,19817,1026
54,6,3482,7310,741,5027,2343
19,3,2624,852,735,17784,14941
31,12,3964,8948,1710,4493,9576
40,17,863,6180,681,15507,13422
55,15,1469,2645,1339,6075,12755
32,8,3041,1421,178,18086,10376
51,7,521,2857,2063,14224,5660
66,2,1924,2090,465,23224,1185
49,16,2541,1105,1170,9558,5388
18,14,4663,9376,2262,3658,7274
35,12,358,6324,449,18931,7462
25,11,245,2010,2383,9693,10643
64,4,3444,7655,1635,21760,976
20,19,483,9804,2466,24580,14389
48,9,3600,2009,598,512,6000
56,3,4386,2142,191,12310,4704
55,4,484,179,2063,10203,12265
31,7,946,2544,1442,4011,5722
48,15,4694,9630,1610,4434,2985
35,2,188,9458,1589,3767,6807
40,19,530,6183,1293,17885,8272
45,8,243,4338,1086,4257,14815
44,16,2181,6971,2265,898,5093
40,19,4208,6635,169,13104,3945
50,1,2398,3374,846,20578,14710
46,10,1894,19,287,17433,8658
41,15,800,616,1015,4884,11170
35,18,737,3700,2369,17006,2823
27,12,2575,8318,63,14337,10814
39,5,3004,9617,42,59,9212
21,14,2770,2701,1672,19787,11232
64,11,3840,1865,725,16207,10444
69,18,4780,3123,1957,2321,7357
30,7,2347,2051,1938,8092,10064
26,7,1079,9477,199,17160,2064
24,4,2410,9911,1815,10821,4383
30,7,3405,3240,2395,1332,12175
22,11,1007,9426,812,16677,360
27,5,2419,4979,935,21358,5097
21,8,2721,6072,2269,21197,10936
37,12,1742,6169,939,19030,177
38,19,4240,1957,2457,8383,8902
59,2,1566,5145,2115,21451,5646
31,11,3682,503,950,9789,11195
17,7,1138,550,2009,24317,4893
35,10,4038,859,358,6316,9148
43,3,1528,9710,2030,24439,8256
23,15,2752,4012,1362,13064,12221
46,3,3826,2118,2326,11361,7103
56,10,2634,406,0,7293,10481
48,15,366,5202,1822,17095,3282
42,6,315,5573,1790,11402,9265
57,19,2958,9203,426,11780,13048
47,15,2880,1104,190,10242,14690
52,8,3316,4962,720,13375,4394
52,12,3400,4096,2254,16292,13761
40,14,316,3968,1663,20355,8312
59,18,2317,7566,1977,6648,5385
67,18,1841,2961,2211,16713,5811
44,16,2686,4550,551,19890,1039
23,7,2984,351,826,15994,3202
57,5,2773,3584,291,12043,6133
47,5,1198,6538,479,24475,8085
18,2,1664,9275,1952,23010,1937
32,12,2616,128,1930,7172,7056
37,1,2006,6110,970,7080,7700
70,6,3387,3799,1133,24005,351
55,8,3088,5714,1566,13649,4486
48,13,3975,1789,2151,22568,9086
65,17,359,325,152,12962,4438
39,15,981,7902,2488,3185,9172
43,11,1804,7607,1374,2470,3164
59,12,3705,3137,2164,5454,205
55,4,3968,2822,724,24875,7055
69,13,1347,9725,237,3690,6849
55,19,1909,7681,702,2331,6503
45,20,180,827,1398,2190,9812
34,20,3009,6998,873,7184,5582
27,19,4563,3208,899,17349,14249
22,13,3497,1176,2443,1860,10263
26,7,4636,255,1402,989,13249
22,19,168,8321,50,24884,3927
60,10,4165,1419,2187,7403,1496
26,8,412,7314,1468,16860,12373
21,15,3108,8424,1529,16479,11783
19,13,1445,14,2114,17084,8444
39,15,246,1836,472,19221,163
36,18,91,1730,1988,12950,7376
37,7,1629,7860,1983,4555,5914
68,9,3679,3587,732,19920,9538
35,19,2447,9931,1569,16775,6716
66,4,1977,644,1462,20489,14924
60,12,167,3492,992,9877,5778
16,19,416,7333,581,16842,8600
54,3,2333,7244,804,18922,8718
16,1,1279,8256,2450,357,14342
32,13,455,8779,1846,23000,2242
17,13,2123,5706,1897,20161,14721
70,16,4969,1509,2499,17180,3168
17,20,967,2169,989,14502,2731
19,14,2109,8363,47,3433,7311
53,11,1032,9416,420,14453,363
64,9,3847,6707,1974,12534,13301
57,19,748,2400,1669,20315,261
64,8,1472,7422,444,21220,7430
53,15,3523,6574,173,6915,4282
50,19,581,744,684,15222,9992
52,16,3441,9557,1294,14478,13234
19,10,1688,434,689,12025,8891
20,13,2711,8272,296,11160,11962
64,20,77,4923,1966,23025,8512
46,2,1021,7282,2084,5247,4881
38,6,4547,8091,245,8839,10685
31,2,4612,6781,1930,24126,6742
70,2,2948,4300,508,2754,624
41,6,2396,4673,834,12149,784
66,10,3327,6876,446,3853,11628
32,5,1544,2072,2340,18368,2925
30,4,3772,1523,1587,35,9905
63,20,1281,1239,1599,16253,11685
29,11,9,5705,1052,5580,3310
31,3,4962,8633,2479,19068,13906
46,17,1626,7260,484,8667,7380
63,16,2060,4403,2483,7723,6900
64,16,616,716,1717,7212,2806
16,3,3011,8916,1843,3427,747
24,11,3930,4480,71,5556,9573
57,14,798,2011,235,18108,7685
57,2,2052,8128,71,7871,9747
70,1,515,7565,2103,9977,14887
27,1,4820,4522,1796,16562,9400
25,8,525,6907,125,3565,3520
24,9,980,8499,987,13466,4484
68,3,3886,5526,800,1156,174
36,15,2753,8779,350,5853,12266
63,18,1282,2166,1776,20913,12908
36,18,209,9930,873,1944,7498
17,4,3026,9160,2001,4680,8314
35,15,2463,6364,19,16236,1933
44,7,3852,2692,2376,18440,11471
54,11,2751,6336,305,24788,5447
49,12,3846,2267,1180,1318,7975
30,1,4061,5022,1757,2034,12145
33,5,4305,8939,366,2246,2404
45,15,3644,8106,1554,22692,7286
37,17,1977,1233,933,11359,4108
22,13,4705,5077,647,13675,3058
64,16,3689,3607,1383,14479,9632
51,6,441,9252,1253,102,1274
65,8,934,1683,2131,11974,5556
22,19,4827,1899,1460,14406,13711
42,2,2787,1191,1723,9679,1837
55,13,4705,7498,1385,5107,6473
21,8,1203,650,928,14721,3460
29,4,1519,4947,1999,2862,2607
46,20,3760,9877,2425,21544,6507
45,10,4187,9596,2173,11750,14824
18,4,3178,3610,855,13873,1136
31,15,1044,6165,2026,4146,9207
44,1,1286,5406,1012,5749,11300
70,14,4892,3794,2493,14383,5500
47,7,1784,3572,1143,15878,857
69,15,447,221,557,10780,9768
34,8,1637,4729,1325,5477,10852
18,10,4868,35,97,154,4821
49,8,1015,4901,678,23141,12551
64,11,2571,3413,1021,15775,912
19,4,509,1323,860,22589,4835
29,16,1619,4013,1473,24825,3660
65,17,3618,9835,467,11755,1374
47,11,4538,8164,1077,12483,11371
33,5,3651,8910,629,16268,5923
54,19,3213,1499,2256,22633,1496
18,3,2839,8794,645,23119,6343
64,10,3090,7731,16,8295,8712
62,17,290,1345,114,15239,1162
20,17,2071,1731,2077,8866,8917
28,15,185,1349,662,24940,6015
60,16,995,1431,1306,687,8501
35,15,4987,9870,2000,5565,10648
39,9,3368,1250,2194,3254,13391
70,1,1628,9837,1966,1859,14605
26,3,693,4036,2277,24391,11390
70,2,2835,9353,2,17634,12340
56,4,749,494,667,407,3436
63,13,526,3932,6,416,11264
21,7,2980,8676,1039,670,8294
28,11,3832,1906,426,5604,5737
22,12,4901,5637,1110,20776,11491
49,18,215,1876,2009,14150,5774
16,17,3020,6585,834,19857,7877
23,3,3781,6340,223,12316,4760
47,8,3585,8554,381,20528,13267
22,15,3640,4644,1408,12371,6995
34,12,2307,5693,2103,8473,13181
45,13,1889,793,1012,450,3642
25,12,2456,7240,1404,15395,3461
39,20,4012,427,375,22170,4222
49,3,1127,421,1693,6418,738
41,2,3491,7224,949,19192,9392
32,14,3063,4310,2055,4606,325
53,13,3345,8664,208,1714,25
61,17,4973,6341,874,17784,2341
55,19,514,2685,2208,16130,2663
26,14,3548,2809,644,6232,9047
44,10,2487,715,1432,14052,13713
48,16,841,868,2438,14769,4962
22,20,3939,8464,1601,19080,1693
53,4,4276,3704,677,5791,9990
17,4,734,9922,2416,15471,11749
38,8,2030,1580,375,15261,11082
25,11,4803,8533,879,12064,11476
42,3,3669,4837,1498,20379,14902
53,19,4566,7384,2157,1280,2121
68,16,3337,8615,364,5337,3573
37,20,3463,433,104,24618,4016
57,3,2223,3302,2210,22695,2851
52,5,2035,2780,608,110,1675
58,3,3893,3440,1567,14547,1560
40,1,3200,1965,442,22333,206
21,15,2188,1241,1874,19404,7447
37,7,631,682,309,15451,706
56,8,2694,3556,153,7840,12124
48,11,4627,1566,632,2454,313
19,2,2483,1956,1473,19755,3380
67,20,3641,3695,1296,21333,3287
36,5,4316,8194,1927,4034,13862
24,5,3072,8376,1897,22444,12184
38,3,112,967,1027,4713,5731
58,20,4437,8481,970,4024,2499
25,9,587,7724,1086,11681,12872
17,16,3307,8053,413,5026,10842
59,13,1599,9486,2413,20960,3978
26,1,2020,4379,753,14711,10169
56,3,2342,3858,320,17108,2227
35,3,4783,4687,32,4694,2965
56,19,2379,8205,153,18796,5936
36,19,2027,608,82,2918,10114
47,16,1143,6818,1987,16853,14185
25,1,717,539,1143,4780,8190
66,4,2512,1096,1844,431,2847
62,6,3384,9466,326,22907,13060
18,2,900,3742,1613,24616,9591
66,3,1513,3682,2305,4791,12484
43,14,1826,4056,1500,4344,11437
46,3,678,5779,599,544,5982
60,2,3736,6677,638,3499,11857
60,2,1967,6141,415,24803,4028
28,3,4141,8591,1599,5108,12406
53,1,3040,456,642,18876,9248
68,1,4906,7259,1601,13829,9966
40,8,671,679,1969,17913,7701
60,17,4878,1297,1043,15132,3885
38,19,139,329,809,11783,7690
31,7,2588,1686,796,24788,11962
56,12,2523,2399,1754,5400,9338
43,6,213,2744,1045,15199,10627
34,11,3167,7691,1264,408,9899
62,16,1670,323,1176,16078,12970
65,12,723,1109,2214,17608,6629
37,9,2553,7775,740,22669,2473
68,13,2119,7431,1013,3814,9413
19,12,4210,2775,1583,8549,8473
22,2,777,6513,2361,18278,9848
43,7,4647,6774,1069,23115,10150
69,3,4459,9161,1426,8998,6802
19,11,2773,6082,1446,13452,1179
44,5,3800,9921,630,6252,7886
51,12,4101,578,1660,9385,2309
41,9,1651,6252,512,9164,14959
70,17,3941,7652,1598,24671,708
63,8,3173,3627,417,3388,2914
63,2,241,4346,935,5416,9666
34,1,1312,9777,920,14453,2343
56,1,3671,3306,1917,9820,5488
59,7,2325,5225,763,8451,13394
62,19,2239,3220,1017,784,622
30,7,518,2511,619,1980,10898
63,10,3432,9374,1165,21666,477
43,18,3000,740,2489,3169,2309
22,2,92,7605,1602,3301,905
68,19,2717,2649,430,21896,5401
63,11,4569,92,1237,14039,8619
36,6,1424,7290,1744,15784,2075
58,13,1765,1991,2186,16841,214
28,1,1246,4284,2069,11454,12134
36,15,2449,5327,1320,3262,3838
51,16,2207,351,2,15341,3789
38,15,279,8869,607,18500,10013
40,9,235,8564,24,9497,2972
21,19,4997,518,1296,23120,4535
40,15,4326,8477,118,18729,10734
70,4,3444,1900,2187,16522,1699
58,8,4169,6098,167,21615,6587
46,5,4224,4759,623,3736,12544
37,13,2577,4601,1564,17919,9655
47,6,370,6939,533,14829,10587
68,6,3104,4343,1551,2214,11674
40,12,2869,3588,2293,8001,4924
70,17,2793,7178,989,24843,12490
29,20,3853,2968,829,728,4605
44,11,2318,9270,1780,10269,10981
20,1,4836,786,2178,11404,8581
38,20,2102,4274,2402,9669,13196
26,11,4719,825,123,19487,7851
58,18,4893,5962,2023,21471,1911
36,5,3373,7624,1854,22647,12705
42,12,3211,811,822,14153,4673
32,7,1887,4869,1542,2207,751
31,16,2965,4897,781,19606,14964
63,2,967,4674,485,19126,2879
60,15,2709,3807,259,3140,2313
51,2,4538,5419,512,8497,7546
29,14,3385,4328,818,16872,2084
19,1,882,4393,2435,3611,12687
48,3,3996,7545,1482,24486,14890
59,14,3280,9391,1431,16241,954
35,12,1119,5866,918,15723,7317
21,2,2890,380,1146,3645,9507
30,2,3687,2038,363,11934,13
44,17,944,7772,1838,22994,13916
57,15,1553,6150,236,23530,12530
52,5,293,7761,1847,24850,906
62,15,3961,1745,1653,6097,8797
45,13,2952,1164,1506,24325,12537
59,11,3176,5128,1565,602,8907
31,8,1929,5535,1371,10307,7590
63,20,3990,8104,118,1540,13
61,12,4363,2481,1220,20607,4122
28,2,4460,8171,727,23000,794
63,1,378,6504,2232,24570,9472
54,1,3436,5536,782,18547,5548
28,7,1075,5511,1711,3566,8487
20,10,2769,5999,1722,11243,5136
64,18,4930,4311,2437,10603,10173
41,18,1907,8484,763,9959,10498
41,8,741,67,67,23119,2414
62,11,100,4063,1899,14059,2092
28,18,4121,8712,693,12261,8459
31,3,3288,5108,2455,14522,11573
50,16,2765,3892,551,22124,2116
26,13,4824,7086,878,21669,11939
65,12,4760,8940,2012,17230,14947
43,17,2909,1253,136,23649,8514
64,15,3947,8632,1764,9503,3748
44,6,342,4287,272,16346,13020
35,5,1829,5129,484,3163,12848
63,13,279,2845,1573,22970,6646
67,5,1000,5355,227,2313,4896
34,20,4026,4220,101,6613,8217
65,15,3649,9117,2250,15739,4823
58,17,4365,713,1933,21073,14331
31,18,2004,3803,426,23484,6296
35,16,4859,9990,1442,16192,14297
61,17,3594,6555,448,20112,7703
63,10,2726,9278,1779,10420,6279
58,5,1683,1588,2037,6133,767
52,10,2987,9695,314,2112,6418
54,5,458,6949,2077,14601,5997
36,15,2056,3381,1142,5606,11273
18,19,484,9839,767,13198,4335
18,18,1897,5670,1739,10521,14655
37,17,2096,7131,901,5903,7330
27,10,353,6873,1901,6592,11690
64,15,3003,5239,632,11725,11718
49,1,2447,3495,150,10892,7769
33,14,2403,564,1114,14059,1075
64,10,4916,4042,1974,9646,11916
32,18,988,2531,1241,9104,4949
32,17,1829,7397,568,7305,3580
43,14,1059,4278,2037,19304,10563
63,19,576,2678,2016,12250,3896
51,6,249,8366,1899,4976,6151
58,6,3538,7510,1273,3202,14643
47,18,3862,8433,115,21775,10954
54,9,4887,1972,2266,7768,3287
69,6,2100,7094,1529,2514,1595
42,4,456,2264,2104,14261,2690
47,18,1020,2703,316,4508,6916
47,20,4736,6469,1480,6672,1949
